Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Military expenditure (current USD),MS.MIL.XPND.CD,Syrian Arab Republic,SYR,90223463.6871508,90223463.6871508,149593495.934959,..,112041884.816754,118062827.225131,102356020.942408,118586387.434555,190052356.020942,194502617.801047,199738219.895288,176963350.78534,260209424.08377,388674556.986857,537380924.316621,887837837.837838,945058881.243397,998216560.509554,1213503184.71338,1581656050.95541,2253248407.64331,2437707006.36943,2726878980.89172,2733503184.71338,3394904458.59873,3510318471.33758,3678980891.71975,3650191082.80255,3722802547.7707,1483652561.24722,1641781737.19376,2893808463.25167,2976570155.902,1426095238.09524,1636299776.08992,957899818.94991,995089040.932605,1046927961.04454,1096039533.05164,1127632857.10901,897044908.654196,1022526577.91399,1102912156.90965,1436210733.54447,1388544983.48595,1450324656.66839,1435215692.28412,1599033723.06503,1732416847.90199,2181974581.1918,2346021283.01237,2494887483.1484,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1037058.64242542,23498175.2177187,14182891.5298661,5803400.6462693,13458544.8392555,19050989.3603968,22613230.3235152,15126152.2552291,10353281.1559302,12468225.5637196,25577668.1993973,34788346.3939347,45110098.9392394,..,..,..,52467120.6044212,47529274.315605,53756933.7081551,71342116.7937044,76260471.8313278,..,104280653.97304,95763184.8803853,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tanzania,TZA,..,..,..,..,..,..,..,14629994.1480023,16239993.5040026,20089991.9640032,29539988.1840047,42559982.9760068,53689677.8619328,77916010.2444597,120044738.214172,138323476.032302,136687529.91905,190729876.550359,421677764.018646,375458521.873958,232291721.313375,331019096.977006,366761862.799068,332950425.386797,293025202.390761,345976202.331691,260704018.594409,161608082.115891,124833697.746346,105316752.338241,87154458.2068739,108141651.87514,96907036.4249533,58725701.6240864,58375569.7749941,85513656.0872152,101038489.457341,118603807.737673,134276958.073994,128497943.630087,135055952.644211,150728196.327755,140753561.773795,125254713.892259,127567862.814758,139493591.276696,147417924.754373,166215543.275718,194000300.925345,219476865.281638,282725098.810022,307473984.174236,359739418.825016,443379945.514983,507287182.587666,517075761.799188,544218297.944157,611215551.929013,675475234.075221
Military expenditure (current USD),MS.MIL.XPND.CD,Thailand,THA,62825161.2233144,58741404.8550697,80303734.1775183,85501269.7970725,87235576.9230769,94266826.9230769,105540865.384615,126346153.846154,154639423.076923,184903846.153846,217223557.692308,262656250,284086538.461538,312408499.092311,363887784.59983,416034898.156463,531909157.308053,688722114.107284,942007071.169005,1199048430.62065,1373227227.44232,1415853971.5129,1507634749.41413,1583036595.49306,1698837533.94756,1629594718.49007,1635667271.25469,1698687545.67932,1809003356.54051,1939693409.07322,2214017705.34092,2598337173.94031,2961769835.55183,3156299862.55707,3611133200.79523,3849025895.83868,3938047248.32003,3264802657.79883,2110239752.02735,2056847121.54589,1881009453.57725,1724799637.1976,1812993335.67659,1891520588.36291,1866937328.4538,1984492828.21276,2441917005.43794,3522634436.32634,4465994062.43152,4799654667.53,4962419956.00539,5512983861.1819,5491915220.81131,5901296947.21083,5729784358.27807,5724812311.08837,5876294938.44837,6305880241.42222,6829203403.39174
Military expenditure (current USD),MS.MIL.XPND.CD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8230000,17105000,23735000,23651000,36481000,26389000,20530000,33388000,31683000,29624000,36959000,26217000,25442000,20610000
Military expenditure (current USD),MS.MIL.XPND.CD,Togo,TGO,..,326999.918453886,714244.900291412,1134619.77993274,3383300.6158505,3362428.13013903,2889961.65712844,3105678.43220149,3288025.36707531,3435130.65421352,3650466.89073563,4183674.95169889,5126414.5253702,6873376.43400975,8097048.25408695,11114584.7428761,14233103.1596568,21108759.3617714,22733718.5804942,22498848.2620509,24763347.2169633,22525953.976543,18541962.1065957,16398734.0775614,15692619.6399188,18879809.8218638,30011030.706947,43412291.9973248,43089092.4229808,41861019.1593941,50748351.7896167,45904568.1248604,49113686.8511326,50147794.7330689,25396024.8917067,30852572.784024,..,..,..,..,..,..,..,28831211.2869924,31719621.0378868,33238035.2931363,..,..,57009189.26765,55130817.0932641,56832843.0353116,59018874.0023651,62931049.6800365,72419237.3087199,83080003.6406662,69977174.7400457,82019690.4123156,88414114.9221704,104378994.645016
Military expenditure (current USD),MS.MIL.XPND.CD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,5087500,5262500,6200000,8620776.95860002,9121523.15123251,8944886.23023448,8584035.88492278,10703751.4978339,12613977.3954241,15364583.3333333,18312500,27218750,36927083.3333333,35166666.6666667,..,..,..,..,..,..,..,..,..,..,..,22644876.7543122,24202817.5860306,..,..,..,..,..,..,13945440.719243,19492116.7350544,33736557.0046544,75889150.4828552,97752858.92983,115560463.097328,124750514.77316,139098455.662914,138523710.218802,143063064.758741,146080695.23973,168762442.453652,211176025.939717,188885941.685949,202106905.459739,216276660.00375,202766994.252209,169332467.798996
Military expenditure (current USD),MS.MIL.XPND.CD,Tunisia,TUN,15952380.952381,18571428.5714286,14285714.2857143,15238095.2380952,17478991.5966387,12761904.7619048,13714285.7142857,15428571.4285714,17523809.5238095,16952380.952381,22476190.4761905,24860541.9215669,31650677.1358443,38188218.1045361,46505447.7810258,75323106.2950727,83960118.9435018,121692504.953957,148496651.616763,160900649.999262,194096119.559259,228835732.395849,328600426.283294,383489474.296776,249474468.772568,215938722.294654,206793454.647122,194409783.482288,232920340.777147,234062029.597997,247855881.539234,260431030.66013,289677115.168701,276167134.915416,297068854.727893,342902458.366376,397469509.188336,358166577.75045,365849374.736546,357013395.378637,332389762.745499,335647906.805402,345424236.66941,407385561.057386,444651416.734245,468464579.97734,497212663.971991,490650558.781295,578911487.330985,564775933.702148,571189045.689535,715239597.096137,681225950.611119,759358881.242845,908357287.592479,979494041.929523,987734705.2158,858949581.256569,844227367.128514
Military expenditure (current USD),MS.MIL.XPND.CD,Turkey,TUR,468810916.179337,301330376.940133,330376940.133038,350000000,380897803.670027,422676991.150442,442035398.230089,508407079.646018,570685840.707965,596792035.39823,564858542.613762,570873159.477221,703957597.173145,861625441.696113,1136704698.03477,2284986255.46146,2534775214.75603,2765773072.18007,2727882976.00712,3001142305.52651,2671976285.57263,2814869761.46162,2754732302.69512,2469375535.02442,2190052307.47413,2365977436.04677,2769409587.96878,2889593497.07308,2663901290.11847,3373741563.28947,5315413395.48577,5670666519.6485,6157947273.30402,7075086939.89767,5293173965.76006,6606245814.71084,7512090795.51722,7791986303.62493,8781048158.20561,9951788873.95143,9993730196.93899,7216051044.80291,9050377181.98284,10277901778.2782,10920773882.178,12081156313.729,13363298981.1949,15319161862.6529,17127313221.8592,16352301843.6202,17939370512.4443,17304881560.9775,17958240405.6362,18662574077.9083,17772167745.0664,15880927523.899,17853980850.4439,17824007487.0294,18967113030.7979
Military expenditure (current USD),MS.MIL.XPND.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79583333.3333333,135612612.612613,48549386.5030675,106190591.073583,87510040.1606426,111923076.923077,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Uganda,UGA,..,..,727985.440291194,2729945.40109198,5487890.24219516,10737785.2442951,14265714.6857063,16841663.1667367,19942601.147977,22861542.7691446,26627467.450651,52687946.2410752,64944701.1059779,64872640.2666116,80157512.314408,86567896.1778084,101074621.015537,131916696.936675,151699852.760007,206806782.995204,398813536.470271,108146878.36523,87488449.8871305,93723596.4695636,75215039.1157124,104818308.978899,131071428.571429,130971749.223296,140904123.011985,139821239.66794,107006214.22159,73561599.9782019,52331345.9689724,62636650.4326287,104127847.91387,127002622.515654,135393564.545733,139615977.691803,154712531.544533,159704570.293436,141303025.880522,136157342.537849,142191594.114211,152379921.781109,196015853.725902,216667041.057579,218533948.510743,252119246.412802,311856269.326451,293527670.660776,608685868.586859,607135070.855218,351838247.037404,300075573.371887,325662841.998777,306140404.554487,318551679.284802,346762883.760461,408367566.71345
Military expenditure (current USD),MS.MIL.XPND.CD,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152233866.519581,919044682.059393,1046793431.40516,1464905136.46029,2068583951.95686,1405161785.47809,941788284.056904,1136716646.17121,1088575172.74243,1176355737.78494,1427984750.66055,1685034159.40051,2405492582.04823,2986475247.52475,4096039603.9604,4811019854.87601,3452467129.75085,3729503858.54197,3684691423.7232,4136888486.21517,4386463155.26085,4033331370.3551,3616896001.21468,3423286810.50984,3647565177.64414,4750219043.99628
Military expenditure (current USD),MS.MIL.XPND.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3335766741.48489,4010347174.94894,4233083730.42886,5875833900.61266,5797957794.41797,5354118447.92376,5834717494.89449,6816882232.81144,6604220558.20286,7165418652.14432,8460993873.38325,11571681415.9292,13836351259.3601,17504697072.8387,19181756296.8005,19024098025.8679,23561061946.9027,22755071477.1954,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,United Kingdom,GBR,4587798164.88073,4747398101.04076,5005697997.7208,5196797921.28083,5508997796.40088,5791097683.56093,5984997606.00096,6200583811.78836,5563195549.44356,5544595564.32355,6074395140.48389,6723936532.65843,7860461050.47579,8448664897.80019,9346449845.23887,11543753774.547,10766652890.3344,11583506607.6836,14217505105.4161,18373780393.5355,25363413472.1528,24100707136.2689,24785700684.9542,23631058395.5436,22732895543.6701,23281158966.4881,27216844987.5916,31231666522.3139,34304125086.7175,33498698404.5434,38943795645.0636,42074283749.1072,40774938835.3979,34085881363.0753,34493524142.7122,34247823781.5386,34490949484.9897,35674878363.4232,36866288852.3808,36453353007.8941,35254814799.1243,35331927359.6246,39659529122.9469,46942962290.521,53970302830.5687,55151564187.5061,57482975673.7512,65986089656.8835,65619450480.3609,57914627858.0319,58082848794.5375,60270435686.808,58495656720.591,56861759588.2819,59182858554.2566,53862185493.2918,48118943518.1008,46433303401.2281,49997192520.5639
Military expenditure (current USD),MS.MIL.XPND.CD,United States,USA,45380000000,47808000000,52381000000,52295000000,51213000000,51827000000,63572000000,75448000000,80732000000,81443000000,79846000000,74862000000,77639000000,78358000000,85906000000,88400000000,91013000000,100925000000,109247000000,122279000000,138191000000,169888000000,213626000000,213626000000,231459000000,258165000000,281105000000,288157000000,293093000000,304085000000,306170000000,280292000000,305141000000,297637000000,288059000000,278856000000,271417000000,276325000000,274278000000,280969000000,301697000000,312743000000,356720000000,415223000000,464676000000,503353000000,527660000000,556961000000,621131000000,668567000000,698180000000,711338000000,684780000000,639704000000,609914000000,596104639000,600106443000,605802927000,648798273000
Military expenditure (current USD),MS.MIL.XPND.CD,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,51429281.9115868,112465598.243483,187557473.61904,156541418.623062,133232399.697199,160545078.518595,185943655.751885,279396248.945885,477266464.590796,709699535.82315,599135224.098229,274611790.852867,221851277.344512,203645853.928586,242349802.554248,223924938.586923,259967029.93247,297821236.424986,328351062.010466,268628014.63081,366965197.814078,418919638.983124,450443306.000095,523862025.515829,575652014.65661,575206289.458717,573248407.643312,574285890.663445,555968792.356772,523008311.37239,344263066.284048,269526777.199942,279301971.522835,347323784.856977,392798690.671031,416045332.538026,567703932.828305,577056008.507621,755659469.672421,824833542.16069,924640335.588313,1045084368.40872,1034500559.236,969906845.518716,988223629.628739,1165710348.53799,1168130813.73561
Military expenditure (current USD),MS.MIL.XPND.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86929824.5614035,112678421.494542,172211545.661018,217747190.74336,..,250071736.011478,115375384.615385,59760610.4651163,45914432.9896907,54133695.4635028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Venezuela, RB",VEN,234357740.37342,114632682.852563,203900682.753824,245397307.794499,200459770.114943,227272727.272727,238636363.636364,270454545.454545,272727272.727273,263636363.636364,272727272.727273,352272727.272727,404651162.790698,420930232.55814,602325581.395349,711627906.976744,593023255.813953,748837209.302326,827906976.744186,925581395.348837,1002325581.39535,1009302325.5814,1523255813.95349,2006976744.18605,1325415047.30877,820000000,1004536496.71608,765517241.37931,1096551724.13793,1196251552.96512,737870454.68601,983721953.365596,992932484.978058,1287954760.86423,939683231.420828,1198810237.38705,733197556.008147,1541033863.86102,1450963991.62112,1408064715.83639,1788322080.33625,1911400136.52858,1071363969.16319,987890177.726888,1448715982.93265,2665390596.96136,3630088495.57522,4351560316.72101,5660456450.86167,4055379599.44108,3991194834.74435,3577531587.43851,5114847099.99301,6199698500.15542,1554727108.23932,320539157.963524,218154892.929075,464821762.582874,..
Military expenditure (current USD),MS.MIL.XPND.CD,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1315597881.75968,1305814501.79549,458562483.898789,511970136.360832,427617814.087875,332970309.40351,297716380.03947,431345012.174325,..,..,..,..,..,..,..,..,841930159.385155,915089546.551505,1026426801.35444,1286528866.71418,1784217421.81048,2137625596.54525,2401450914.43941,2672286425.00631,2686520590.1569,3360860380.25735,3727249276.27619,4255721581.237,4562632500.69131,5017401787.37234,5073853533.65223,5500000000
Military expenditure (current USD),MS.MIL.XPND.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,807070715.481137,1028217916.58687,1306900025.81161,1535457656.47247,2353269331.64586,805892377.911418,416008632.418086,397073042.442432,384502730.310122,395252957.268909,473664032.451552,540101498.766837,737366548.042705,807313244.080066,735485127.938693,815627463.983416,822130536.059559,1050499364.17144,1196411765.88374,1420775264.11532,1448153376.74758,1612254443.40505,1618840126.70806,1648750523.52366,1714830843.68747,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81624098.9637049,53190811.6854162,61629720.9329199,66915490.0430381,86740656.3255351,167587250.338432,139324047.264528,86247306.2220276,97756279.9772376,51128294.4940289,62869469.9949654,55265536.3439526,37835913.5690041,43362495.2453404,..,56113432.8858217,..,..,..,..,98349404.0444623,139509353.646242,205852231.56919,232278664.441402,278055135.810511,220962285.800349,280187778.551387,309113764.151856,346301423.09,381345802.082696,443604396.033038,372447569.820527,299504759.876729,339664531.368041,378025430.958942
Military expenditure (current USD),MS.MIL.XPND.CD,Zimbabwe,ZWE,..,..,..,..,..,15600000,16950000,19000000,30600000,42350000,45950000,49850000,58450000,86900000,118550000,148600000,199800000,285350000,347750000,441150000,442750000,389700000,437450000,431750000,360650000,309300000,342200000,392600000,407050000,408600000,416300000,376050000,296350000,249800000,247900000,262900000,291650000,311400000,306000000,263400000,346300000,286700000,677000000,194800000,256100000,131400000,161700000,..,..,..,98293000,198438000,318272000,356700000,368100000,376677000,358065000,340522000,420364000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
