Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Military expenditure (current USD),MS.MIL.XPND.CD,Gabon,GAB,..,..,..,..,..,..,..,3008117.85317946,2989113.97006847,4350652.59788968,4638155.15750553,5498336.69867372,6673861.63442157,9421730.09883844,10494173.3657381,16844521.7975578,20117179.3262189,28927873.6567893,..,56881751.7699157,68629307.0806513,88322642.613467,88555899.7705459,86599171.7970116,80328270.2874654,95489724.2817681,136006884.085173,..,..,..,..,..,..,..,..,..,..,..,..,..,91295212.198164,90036137.2314433,94693165.4490465,108396421.197522,125121856.57363,118111430.456445,130237717.301918,..,..,..,268738503.907914,265965337.617035,278143957.126655,282163387.579953,208124753.496557,170374503.339251,202815390.680402,267430770.80282,261217395.059596
Military expenditure (current USD),MS.MIL.XPND.CD,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,727666.880166151,846805.020005245,1244263.4191691,1046935.94340481,1392344.22707226,2161462.758742,2722988.35114814,3464911.1117034,3996271.67318971,3501687.89225368,2556388.66762778,2316899.69598519,2886551.70751845,3929706.23149338,4176388.69826082,4049572.02318873,3519056.43653851,3323532.17179142,2454230.20041818,2259285.66407937,1997861.93722507,1931395.49984849,2985085.07317483,2786319.24377443,4547026.14037486,17163533.4619059,7095299.57514525,..,..,11173079.8607106,10378890.6934834,14599956.8686651,14288131.905326,..,..,11487224.9434107
Military expenditure (current USD),MS.MIL.XPND.CD,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67706683.5603421,44007707.1290944,41084456.9800406,25882678.3632664,18824291.4324173,23829967.8729583,33975807.0392771,42647402.8849067,70419742.780372,214071430.147627,404172025.858922,931750564.205712,1090160250.60538,603655214.936935,454178215.155358,468779626.836253,491982529.358533,441878926.976772,415642426.182334,299514176.284605,315194446.322336,308227183.477565,316508368.08463
Military expenditure (current USD),MS.MIL.XPND.CD,Germany,DEU,2884517772.40702,3266495652.72208,4308248214.08489,4981004024.11535,4888248898.62456,4978559239.57422,5063637741.60583,5352122317.46016,4827481334.07003,5471706535.59436,6167271405.89848,7255896949.75743,9006765501.46289,11938703822.9612,13773713249.1875,15278274625.7741,15457151068.4076,17304663482.9994,21416956348.1631,24777567444.7093,26692620066.7558,23094364441.9828,22349480132.1834,22127066321.4499,20124939008.0475,19921872404.8816,27690811161.3496,34135226421.9928,35096843455.7166,33604161248.3745,42318768301.1121,39516328623.1158,41965836692.9298,37215052109.8269,36330284517.3257,41158705095.4693,38989886648.8428,33217573924.9207,33146457056.9876,32604005638.0223,28149990786.8067,27425257939.5263,29333207849.0424,35055088179.4604,38007611455.6754,38054021787.7929,38092382652.5044,42551851943.0963,48081444318.3067,47470073335.4356,46255521194.101,48140347950.5946,46470870904.8252,45930540563.148,46102673010.4001,39812576244.8708,41579494873.8205,45381722042.225,49470627810.6299
Military expenditure (current USD),MS.MIL.XPND.CD,Ghana,GHA,20821777.3519574,27454210.2992509,27944464.0545947,31096095.3389474,33302237.2379944,35578415.3878047,47344505.5160551,..,44271216.3553464,49026817.6692651,46918664.5094867,41139332.2955844,30202525.7565639,41052242.8437696,64121526.3881397,78825105.7091649,88961005.0635995,121717795.68115,101354226.354936,66362988.0808581,120610364.850902,195559792.179064,170273456.260096,71148287.3534174,44624487.0269248,63162776.6592191,51650922.7625224,43338474.855354,22760424.6502865,22626966.3337718,27612553.5020052,41427184.1755229,41663996.0444269,41004328.5772423,37823250.8302971,49054322.2642894,44417812.6165567,45483310.2209028,57453085.6613862,59277760.90128,50882608.2408578,32352140.4988099,36975481.3437874,53244020.2869524,56353842.9896775,64196566.3995304,75732607.9270927,126077788.992866,113668160.248048,118290743.895514,122480468.47703,234327479.578,337260972.703278,254997057.393618,252653418.995624,190515191.545575,161751874.263817,189129841.490359,218444253.592195
Military expenditure (current USD),MS.MIL.XPND.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Greece,GRC,170327798.096363,167762365.801466,170034222.652829,179495712.797773,188207553.063285,209674799.610636,238979294.897497,313035616.320105,366771882.677522,425403589.914256,473596990.496484,515997642.010379,573692101.497013,674802452.237724,1049955702.95995,1433217344.89603,1559887279.78501,1838775321.43188,2118929495.4422,2424261939.15195,2275580288.96511,2578400683.8574,2638652976.07206,2195463585.6401,1994286405.27223,1927083076.34616,1998816951.19072,2399225050.00692,2749556829.15464,2560254613.5061,3193376484.06783,3146899034.9562,3623052914.95211,3364413329.76605,3587244914.44126,4179913246.97254,4613167576.65798,4573516492.29295,4824257168.88238,5012285642.29829,4564522446.23907,4428103551.64607,4734177215.18987,5035585541.86408,6267468787.4442,7028428592.74735,7607186181.61655,8533090258.10319,10574138499.2859,10641348182.8677,8163619386.92396,7128608267.12819,5914988423.39784,5655183035.72021,5531285908.87966,4818121326.3835,4963484464.40452,5093788906.45776,5227152013.0307
Military expenditure (current USD),MS.MIL.XPND.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Guatemala,GTM,12084076.433121,12084076.433121,11954140.1273885,14812738.8535032,12993630.5732484,18580891.7197452,19100636.9426752,21179617.8343949,20400000,17600000,32300000,22200000,24000000,23400000,28400000,44900000,55500000,75200000,71700000,90200000,103760000,162640000,176590000,184250000,207480000,224420000,140853333.333333,124028000,146588384.397499,151627061.346818,132196105.007847,119310860.469926,153753024.292978,144445075.381165,153011545.416609,158348657.492683,141370462.942145,132112832.569696,139804367.713636,123754165.194209,157848092.786958,196765577.539991,158368119.258724,178771793.951529,114893349.273265,104467679.861251,130546929.154779,135925872.831767,166494048.304041,147410544.062655,169798840.125742,197433150.684228,224366543.649735,249757853.378152,245672981.791799,252455480.635391,290912704.00085,275014798.544949,278420891.52709
Military expenditure (current USD),MS.MIL.XPND.CD,Guinea,GIN,..,..,..,..,..,10492201.7419486,13895077.9825805,..,14178651.0026332,14705286.6113024,15069880.4942273,26327764.4152636,31711404.2302397,36058910.702304,..,..,..,..,85228280.9846123,71021091.7464804,60309243.0241079,52510728.8966541,52266833.5866941,..,..,..,..,..,..,..,..,71764178.3996456,55654040.2948555,43956503.9927158,45871747.5087955,..,..,44370189.8058119,45034483.3162197,55211186.391812,45967931.2141144,87718398.8188008,98084865.1712689,84133949.3080361,81018570.0979977,..,..,..,..,..,..,..,168913357.467903,196818705.594191,196945589.753241,221414232.310207,161856744.453218,199317873.370896,209150578.316794
Military expenditure (current USD),MS.MIL.XPND.CD,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9407751.85709348,18064755.1994071,6465128.7120096,4652567.4826345,6128820.1382815,3883662.22371057,..,4434725.15476652,..,..,..,..,2016728.76510656,2211919.91051615,1897743.65673021,1817811.12239985,2900235.95139944,..,9531360.60766093,6183163.5151745,6363093.76918971,7505161.73434274,..,12116374.8322173,..,..,..,13744583.7021852,17129808.1679545,17519804.3512353,24491750.6811589,21710792.6483686,21470829.1617366,17036943.1059261,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,5032808.21202366,11136757.5869161,32436379.6924488,34000000,24274509.8039216,17333333.3333333,17176470.5882353,21882352.9411765,22400000,24710000,22100000,20740845.1365889,38971271.3289509,27829660.9415741,10619291.2340621,11020000,6023830.21341149,3589328.49015893,2031374.37282557,3625349.99440009,4436526.4736053,5485552.10065804,5691560.61385037,5558340.16028495,..,..,..,12585649.2901387,14371052.8985004,16652243.4636666,16345330.5687082,22132238.7397382,18506566.6041276,19176973.6447739,24971954.1184203,30520593.4205163,31055650.8948272,31075055.4911705,32416747.5418836,33542606.6021394,35163485.7882898,39280999.1813959,46447838.1292429,51562130.8232153,59724939.4673123,59809426.6029784
Military expenditure (current USD),MS.MIL.XPND.CD,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1972400,2231550,2670400,2623227.38669941,1743605.93653939,1649639.30590758,1599966.75531915,2478871.18870659,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51595.8474833651,53511.5950974341,73562.2968921463,64514.316605567,73613.4924622762,79690.8881656554
Military expenditure (current USD),MS.MIL.XPND.CD,Honduras,HND,3920000,3830000,3830000,3820000,5850000,6250000,6500000,6800000,7050000,7200000,9900000,11400000,15449922.7503862,15950000,16900000,21400000,23700000,31800000,43100000,49550000,57000000,60500000,67000000,70000000,81000000,94000000,105500000,122500000,132000000,138000000,67120949.0318533,47398089.4055866,..,40592869.1293316,..,..,..,..,..,..,52462396.8947113,62951976.5796157,63602176.0560809,82195176.7914075,60561786.6441103,62589274.8097683,75595918.5401584,95924340.172849,132428400.639025,156802557.276754,170186979.693148,200358405.886737,212341274.317769,294917779.408168,314071900.220103,356259475.521699,363272338.525911,398460128.382474,410414895.120735
Military expenditure (current USD),MS.MIL.XPND.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Hungary,HUN,..,..,..,..,..,..,..,..,150166666.666667,173333333.333333,223333333.333333,225670995.092074,231632283.749548,263447030.809007,308005578.323252,366147086.515326,382438611.38705,419914698.72341,538098139.604814,621170386.193715,740802218.103239,757701599.624646,750740503.132635,700708442.013447,641103030.25257,1025550984.24961,765838789.843799,823921397.472882,1027508668.36463,812646128.164453,847389246.889926,722549153.413242,812017967.195183,735860385.584316,757131989.349563,612184817.11635,585271901.838883,695972460.905085,618464379.996455,702942491.123612,715857664.815596,845055673.845509,1079154823.6243,1401561253.104,1532612234.02681,1596087843.15297,1410071771.47203,1776464117.28187,1867877499.0849,1475818169.23822,1350820413.18817,1472069831.63811,1322277702.75073,1280050962.2477,1209801890.21288,1132476291.73782,1288676093.1676,1463013911.22308,1642338440.41211
Military expenditure (current USD),MS.MIL.XPND.CD,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military expenditure (current USD),MS.MIL.XPND.CD,India,IND,681765681.765682,748388248.388248,1065436065.43607,1795449295.4493,1986654486.65449,2125989625.98963,1661154906.41015,1487733333.33333,1586866666.66667,1691433333.33333,1832966666.66667,2255256982.83756,2497244705.68716,2529921054.3991,2895415720.35154,3323646800.51911,3294910612.34921,3477080944.50128,3975819129.87438,4589738351.59412,5420809519.08574,5879007035.84446,6302107956.21001,6830768697.58092,6956682449.43939,7567024020.30933,9539363085.60916,10877406164.41,11346419153.4156,10589796924.594,10537035450.0528,8622473881.38455,8083231409.70982,8253542581.48511,8880551226.0269,9754464629.8929,9904672736.30381,11464883389.8324,11920610818.3832,13895562461.387,14287514240.7035,14600642346.0997,14749667251.5907,16333986643.282,20238566526.5411,23072312925.1701,23951927958.1522,28254773450.0647,33002376727.3797,38722154392.1843,46090445656.5003,49633815793.7027,47216920048.2061,47403528801.4226,50914108341.0482,51295483753.9436,56637622640.8741,64559435280.6927,66510289108.4743
Military expenditure (current USD),MS.MIL.XPND.CD,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,698192771.084337,1063855421.68675,1275301204.81928,1468674698.79518,1627662342.06925,1552431165.78793,2114454045.81224,2654105929.96991,2741068094.3,2047257950.10256,2002310076.61267,1923319346.6477,1734616704.09182,1347598625.1787,1356706412.76621,1409556738.18967,1613975396.26983,1697029205.46372,1887635965.9494,1933304585.30976,2239731574.68472,2478753541.07649,2874845237.58699,3231358571.24198,972702125.109851,1135147005.46775,1129542839.56935,919022697.814032,1369857128.89545,2134746704.31718,2428947795.29805,2146270791.38648,2611875117.36679,3348758341.53813,3232202215.49527,3304459138.20152,4663365759.37552,5838026185.71723,6531097955.28321,8384028600.92532,6929255301.217,7639095192.9724,7385408685.34745,8178144376.79622,7437197347.73864
Military expenditure (current USD),MS.MIL.XPND.CD,"Iran, Islamic Rep.",IRN,98679867.9867987,105940594.059406,109900990.09901,128712871.287129,155445544.554455,200000000,256105610.561056,331023102.310231,437293729.372937,566006600.660066,620132013.20132,402310231.023102,371947194.719472,480857166.912962,3877862663.12671,5951043741.98202,7186307294.35815,7617207960.43002,8113739880.87555,4993779938.91999,4874889400.10618,8121567621.44701,9703525315.25995,10550357292.9316,9926303621.971,10706415944.5065,11741433342.0913,15263376569.5996,18889008562.6582,16301812932.0636,16474401698.2345,17549594829.9352,19732558015.4057,1448177703.48058,1703171536.2057,2501544189.55785,3550986964.19293,4642384615.8233,5479362941.74375,6650285143.99772,8327053824.36261,10378791765.7186,3243891033.23266,3717068449.78392,5243621132.59941,6796744965.39476,8751474767.03588,9330901881.77112,11081950208.5691,12584623338.7062,13561272454.2139,14277667360.5682,16493963286.9287,11997186984.0994,9901105170.43987,10588769670.8684,12263957414.6216,13931196489.7975,13194151136.687
Military expenditure (current USD),MS.MIL.XPND.CD,Iraq,IRQ,118726952.509219,125481949.80722,135064945.974022,163218934.712426,185198925.92043,225742909.702836,234996906.001238,234541906.183238,291437883.424847,375997849.60086,401050839.579664,426263340.165383,466113288.078091,665185288.985423,1427457784.18103,1590171817.1167,1761176239.5281,2007693505.89542,1986021658.30269,2371712820.92959,2976492817.81426,4086497761.70449,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,613724869.617867,1120278532.6087,1236081012.93427,1989948747.37958,3116304019.84779,3237179487.17949,3752905982.90598,4278632478.63248,4141066053.83435,7780188679.24528,6921269718.79287,9604231010.85097,5970383697.66942,7416385135.13514,6317977150.05254
Military expenditure (current USD),MS.MIL.XPND.CD,Ireland,IRL,25800590.1058045,27564733.0190219,29163487.5341251,30210947.388848,36054670.7888806,39086791.420973,38314978.8964404,39693241.9265033,37141485.4325991,41630596.267328,50986848.3228682,63486922.1731789,84039646.649921,98307831.8251105,111205418.870676,154362392.721622,152839849.31123,171725705.964377,217465500.004531,290141008.530146,362511166.638615,327043451.145032,342048872.747759,310258091.668053,284275226.22503,301495819.03588,409081178.238577,435378990.388892,453486446.993673,434222056.024692,594006010.402921,624932658.118737,674035044.462192,597723765.566692,633699379.139512,702039703.123066,750987245.817278,765305513.303899,742402153.190535,741508607.785627,694674774.276764,767778364.399424,811255940.896899,965199981.039102,1101860647.03582,1144978361.43859,1190379117.3707,1372225370.15595,1582890833.85213,1415725373.44949,1274228688.35632,1300331547.01086,1157531729.65486,1195763444.3723,1192733691.2242,997005655.983143,1001610418.29936,1025063447.41951,1207582356.62099
Military expenditure (current USD),MS.MIL.XPND.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Israel,ISR,190277777.777778,241805555.555556,210604174.497153,259250864.169547,278584261.94754,313917713.059044,375501251.670839,605514168.123425,690001971.434204,872002491.43569,1259646456.13273,1270657787.28045,1461373749.94019,2574504909.77879,3475602770.28348,3758315380.79117,3648665017.15334,3180556220.38198,3117508058.31813,3394518703.94861,4120814786.04841,4700103231.67638,4518481888.98504,4265358581.86055,4214300330.82091,4004517114.13666,4386224325.19626,5995553855.41564,7694798540.6137,6270727555.43993,7375654517.36926,10548894781.0081,8262053673.73083,8758471677.39721,8780366219.4867,8976693112.09132,9601957419.96476,9693753397.66748,9145784897.79107,8645271101.22484,9407761463.10105,9607416508.16117,10090890494.6758,10827490775.6552,11127065293.5333,10919173620.8903,11558970816.6719,12128941563.9106,14191949919.4437,14030376086.5106,14605298603.6865,16343210461.9046,15567095862.409,17319707976.3835,18485829607.2707,16969432085.8565,14783814747.8017,15581608421.5048,15946788601.4412
Military expenditure (current USD),MS.MIL.XPND.CD,Italy,ITA,1009308856.43093,1062907313.20441,1222013656.10652,1463283723.58157,1586666707.9737,1719942314.72245,1904604598.71246,1928786564.47306,1991165044.33278,2003805617.344,2216771793.07653,2648079366.02068,3289362465.01575,3638240139.22655,3890003394.12994,4217069828.69074,3844185965.36122,4556493517.89272,5540992657.9633,6904107162.83232,7915696625.50473,7387713297.7908,8062597403.3411,8409527115.57584,8296144788.10221,8253390532.61038,11941809156.3098,15653065895.3873,17403664789.8428,17675486539.4629,20734625578.569,21585706771.8811,22177090390.3319,18242013901.2785,18062459081.75,17185853003.8965,20793128832.2001,20156102258.3609,20825125351.8551,21016456909.9333,19878720932.3752,19519381482.0449,21610059761.8936,26824213292.0407,30261076654.6845,29737642391.6828,29633022263.3135,31982431792.4882,36839989746.2189,34054481324.3999,32020819951.1287,33828804971.12,29781008205.1256,29957445904.5168,27701034334.9422,22180845070.4225,25033027894.6754,26447892915.4274,27807513898.2331
Military expenditure (current USD),MS.MIL.XPND.CD,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27445027.4450274,30580030.5800306,..,..,..,44922028.4941227,53608918.7277565,50162507.3749366,25153444.2528153,18714379.2636942,23522088.1261375,25325014.9908779,30932577.8211003,40933809.6033868,38609944.5575812,31891976.6587707,47192327.6263812,44542579.5435415,34218503.9548569,35298829.6089306,41791263.9144818,54854608.8774026,47640218.878249,45131071.7533008,43566232.4912703,46374382.2872709,56898147.0963051,54845871.8170309,54533132.2348081,59329776.3191486,72645523.0066972,83511942.0975197,130699170.654872,114808331.8448,115571395.968398,133638559.827692,137635505.668112,128431323.011542,121309728.669942,123854135.722601,137649061.819234,143545555.4269,207772685.795336
Military expenditure (current USD),MS.MIL.XPND.CD,Japan,JPN,480555555.555556,492361111.111111,538194444.444444,629861111.111111,718055555.555556,821388888.888889,932430555.555556,1039027777.77778,1168194444.44444,1335416666.66667,1575347222.22222,1896540415.99416,2567519427.91551,3374561100.02871,3962157887.16867,4534902135.20134,5008396503.81721,6157312576.81278,8657135932.94114,9173587660.85607,9711741590.62543,10851176225.1968,10193936011.7554,11429317255.5492,12225078098.0288,13087751953.5835,19457334441.0159,23642290700.1666,28216102752.9808,27966353541.5036,28800451682.4134,32785415754.1924,35999123575.8107,41353936221.8745,45285594082.655,49961673236.9689,44047104680.1313,40634840607.9791,37849012642.7562,43122898504.9207,45509673827.3094,40757967234.1581,39333708169.8408,42486177361.062,45339809414.6571,44300613329.9461,41552592885.5794,40530045688.4692,46361468280.4594,51465158207.5898,54655450735.305,60762213840.8911,60011530194.6974,49023932406.8581,46881244398.3207,42106103305.7928,46471287714.246,45387031801.8653,46617954863.9536
Military expenditure (current USD),MS.MIL.XPND.CD,Jordan,JOR,56139977.544009,55509977.7960089,60409975.8360097,61879975.2480099,61879975.2480099,62929974.8280101,76089969.5640122,104719958.112017,127749948.90002,125859949.65602,109759956.096018,108639956.544017,129359948.256021,150652370.416135,163307378.016219,180742482.613699,294593397.854709,262704735.063034,304948875.255624,399556492.293554,416212133.926324,438818156.782162,465258786.015002,484742989.817643,457778991.58571,501742160.278746,625775075.293029,647050307.42276,587776388.488132,382891036.17276,322429005.351719,433271745.101092,367745484.820937,391137488.435464,407863026.715744,299838515.542344,417489421.720733,444287729.196051,496473906.911142,511988716.502116,529337094.499295,528926645.631842,521861777.150917,611847672.778561,586741889.985896,603667136.812412,701551480.959097,1032440056.41749,1358383579.90438,1568309859.15493,1557887323.94366,1594788732.39437,1472816901.40845,1444929577.46479,1548873239.43662,1614929577.46479,1768309859.15493,1939718309.85915,1957746478.87324
Military expenditure (current USD),MS.MIL.XPND.CD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106926892.957739,177686628.383921,241771205.869549,236752278.376139,242646223.083829,143905357.127917,143527541.105866,221486206.520554,245956719.446239,317564315.13077,426441724.55618,591985249.849488,793027147.491058,1359776098.69935,1540810813.05747,1271890275.73442,1501815343.89739,1803970781.81161,2177543205.48846,2551124374.70831,2306464574.31135,2046197674.3312,1281103431.97917,1390619095.25397,1613589333.20165
Military expenditure (current USD),MS.MIL.XPND.CD,Kenya,KEN,..,..,..,1861999.2552003,5879997.64800094,9897996.04080159,13047994.7808021,15987993.6048026,16365993.4536026,15749993.7000025,17023993.1904027,22077991.1688035,29735988.1056048,37319917.1554816,46763683.9663565,54090933.232015,75910048.1167998,147766705.007878,239475869.99216,291024720.045055,271691156.156379,241171594.363084,243721560.477189,208691732.712316,175004682.979624,145781732.097541,181255662.31349,249810082.348294,250942407.491928,228606148.985296,246456438.633547,191908506.283649,156036602.021306,105704527.312319,117331482.624628,149096438.251753,170804816.256353,175834896.938286,171964013.272218,151917777.442831,165584735.249522,195365005.498758,213894508.000726,245938663.815128,259807840.715185,316799485.401851,375807203.248785,494684896.668925,580011940.678248,578071672.354949,622049847.791077,646678106.716751,840072589.956654,860560896.114738,819044152.771775,843667802.797011,933103002.549572,1015384781.9759,1097458153.05083
Military expenditure (current USD),MS.MIL.XPND.CD,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Korea, Rep.",KOR,275643564.356436,157061350.086544,186153846.153846,185384615.384615,137481470.39706,132131636.142507,176901786.339497,218100895.692322,278696524.426612,347028223.805442,386403740.388207,460899849.343362,531950093.409418,544785374.646643,852963864.000475,1030991735.53719,1708677685.95041,2237603305.78512,3190082644.6281,3543388429.75207,3980692489.03581,4463839959.5905,4646524886.33317,4714159752.90945,4759446931.42228,4883795774.80977,5325292074.23189,6040845305.00251,7732395675.54562,9468974884.43025,10110714871.0587,10956524347.7561,11614665196.0992,12377424872.7063,13519265762.7271,16085095679.4805,16408665266.9578,14848484529.9378,10457957529.3983,12095186823.9094,13801107024.1211,12941850827.6594,14101703314.7096,15847047272.178,17829864142.7723,22159512557.1222,25177237741.0344,27726129585.2493,26072410507.6902,24575661939.1823,28175181218.9679,30991707946.4761,31951760810.319,34311220715.1665,37552328673.4539,36570769322.5744,36885283430.0234,39170682135.6216,43069973342.8752
Military expenditure (current USD),MS.MIL.XPND.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,927234.774966126,27227085.628394,38578120.5093736,50968863.7737974,43390403.8833654,48597681.233312,53575787.7448802,49984164.356216,51937624.4193762,57262629.2715651,63344074.218335
Military expenditure (current USD),MS.MIL.XPND.CD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,68739972.504011,73434840.970744,90743549.9119924,136560430.519402,384614072.611043,..,..,748518665.85708,738039577.826819,881077990.780342,950805965.290033,1042021629.57117,1285119359.80216,1425498409.82307,1465909167.67434,1379869859.98477,1295617612.14061,1336740076.7235,1704123944.10617,2076390756.31682,8961536461.49313,12924377965.9407,6316012045.43982,2980065531.62448,3296055512.51389,3692435533.15821,3241385529.4931,2454268845.45523,2282153591.72584,2286352512.19552,2697075596.3558,2685735278.45347,2821521877.89967,3130746412.89612,3450118764.84561,3509417808.21918,3597816497.57389,4115736733.58807,4430342077.46217,4208871205.93499,4335204653.06151,5393526319.03152,5941536636.94559,5698067232.52099,5832249789.14816,5735132890.36545,6446742131.36237,6764636913.87805,7296266526.41746
Military expenditure (current USD),MS.MIL.XPND.CD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12086953.6142856,26712568.957392,28276956.3452411,31158797.6961843,26092304.2960802,23133179.4748216,25794155.8114867,22212067.2103022,25933378.3936374,32603112.0270159,37238358.1204176,39718288.6998376,47207036.7271106,50909587.0973274,61124321.9338011,67213747.3458248,77237992.3114243,86423386.4064372,107529842.877185,119000613.911601,127970989.410691,117003250.568351,115645311.811562,121515805.359074,121163619.899255
Military expenditure (current USD),MS.MIL.XPND.CD,Lao PDR,LAO,..,..,..,..,..,..,..,35544791.6666667,35461875,36133958.3333333,38045833.3333333,39061458.3333333,20254568.1282978,21220297.9661701,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102292611.331368,107643979.057592,116105380.350497,103704532.180094,78445466.0149269,67064556.5802632,33350210.5611021,15382947.3867998,13717664.5992971,12574570.7783056,11435617.4736235,11013340.9026398,11496967.5213029,11965988.4375704,13410565.0646168,14838865.5400931,16267888.9597929,13973614.5278621,15356402.9510448,19009820.5990989,20327157.6570726,22677720.3325005,..,..,..,..,..
